student_id,course_id,week_number,resource_id,resource_type,activity_type,timestamp,duration_seconds,quiz_score,forum_posts,prior_gpa,final_grade
STU-0001,CS-201,3,CS-201-LAB-001,LAB,VIEW,2026-01-31T13:50:33+00:00,1155,,0,2.97,54.19
STU-0001,CS-201,3,CS-201-VID-008,VIDEO,VIEW,2026-02-01T20:34:29+00:00,235,,0,2.97,54.19
STU-0001,CS-201,4,CS-201-FOR-007,FORUM,POST,2026-02-03T08:51:24+00:00,541,,1,2.97,54.19
STU-0001,CS-201,4,CS-201-LAB-003,LAB,VIEW,2026-02-03T21:45:52+00:00,2539,,0,2.97,54.19
STU-0001,CS-201,4,CS-201-VID-001,VIDEO,DOWNLOAD,2026-02-05T02:18:33+00:00,320,,0,2.97,54.19
STU-0001,CS-201,4,CS-201-FOR-001,FORUM,VIEW,2026-02-05T09:01:35+00:00,264,,0,2.97,54.19
STU-0001,CS-201,4,CS-201-FOR-004,FORUM,POST,2026-02-05T11:38:10+00:00,437,,1,2.97,54.19
STU-0001,CS-201,4,CS-201-VID-002,VIDEO,VIEW,2026-02-06T03:35:47+00:00,401,,0,2.97,54.19
STU-0001,CS-201,4,CS-201-REA-006,READING,DOWNLOAD,2026-02-06T23:25:42+00:00,689,,0,2.97,54.19
STU-0001,CS-201,4,CS-201-QUI-005,QUIZ,SUBMIT,2026-02-07T04:32:02+00:00,972,66.11,0,2.97,54.19
STU-0001,CS-201,5,CS-201-FOR-008,FORUM,COMMENT,2026-02-11T05:33:42+00:00,505,,0,2.97,54.19
STU-0001,CS-201,5,CS-201-VID-004,VIDEO,VIEW,2026-02-13T00:50:32+00:00,1409,,0,2.97,54.19
STU-0001,CS-201,5,CS-201-FOR-002,FORUM,COMMENT,2026-02-13T12:23:26+00:00,72,,0,2.97,54.19
STU-0001,CS-201,5,CS-201-LAB-008,LAB,VIEW,2026-02-14T15:16:22+00:00,2083,,0,2.97,54.19
STU-0001,CS-201,5,CS-201-VID-005,VIDEO,DOWNLOAD,2026-02-15T00:24:15+00:00,1072,,0,2.97,54.19
STU-0001,CS-201,5,CS-201-LAB-001,LAB,SUBMIT,2026-02-15T20:10:23+00:00,2354,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-FOR-005,FORUM,COMMENT,2026-02-16T11:57:24+00:00,589,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-REA-003,READING,DOWNLOAD,2026-02-16T13:07:15+00:00,1570,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-QUI-005,QUIZ,VIEW,2026-02-17T00:52:54+00:00,806,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-REA-003,READING,DOWNLOAD,2026-02-17T14:52:50+00:00,145,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-REA-004,READING,DOWNLOAD,2026-02-17T19:49:22+00:00,1641,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-QUI-005,QUIZ,VIEW,2026-02-18T17:32:27+00:00,543,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-QUI-003,QUIZ,VIEW,2026-02-19T00:01:35+00:00,996,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-REA-004,READING,VIEW,2026-02-19T18:14:37+00:00,1043,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-REA-005,READING,DOWNLOAD,2026-02-19T18:27:23+00:00,1340,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-REA-008,READING,DOWNLOAD,2026-02-20T02:18:37+00:00,634,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-REA-008,READING,DOWNLOAD,2026-02-20T10:58:57+00:00,178,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-REA-004,READING,DOWNLOAD,2026-02-20T20:29:05+00:00,1089,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-LAB-002,LAB,VIEW,2026-02-21T07:22:50+00:00,2601,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-QUI-008,QUIZ,SUBMIT,2026-02-21T17:17:45+00:00,588,78.13,0,2.97,54.19
STU-0001,CS-201,6,CS-201-QUI-006,QUIZ,VIEW,2026-02-22T07:00:33+00:00,457,,0,2.97,54.19
STU-0001,CS-201,6,CS-201-QUI-004,QUIZ,SUBMIT,2026-02-22T07:57:43+00:00,698,78.03,0,2.97,54.19
STU-0001,CS-201,6,CS-201-QUI-006,QUIZ,SUBMIT,2026-02-23T01:18:44+00:00,578,73.68,0,2.97,54.19
STU-0001,CS-201,7,CS-201-FOR-008,FORUM,POST,2026-02-23T18:30:25+00:00,297,,1,2.97,54.19
STU-0001,CS-201,7,CS-201-REA-005,READING,DOWNLOAD,2026-02-24T05:43:57+00:00,1527,,0,2.97,54.19
STU-0001,CS-201,7,CS-201-QUI-005,QUIZ,SUBMIT,2026-02-24T21:13:14+00:00,719,84.1,0,2.97,54.19
STU-0001,CS-201,7,CS-201-QUI-003,QUIZ,SUBMIT,2026-02-25T02:25:45+00:00,313,92.12,0,2.97,54.19
STU-0001,CS-201,7,CS-201-QUI-001,QUIZ,VIEW,2026-02-25T04:27:25+00:00,1070,,0,2.97,54.19
STU-0001,CS-201,7,CS-201-QUI-001,QUIZ,VIEW,2026-02-25T21:31:21+00:00,880,,0,2.97,54.19
STU-0001,CS-201,7,CS-201-REA-002,READING,VIEW,2026-02-26T06:51:56+00:00,475,,0,2.97,54.19
STU-0001,CS-201,7,CS-201-QUI-005,QUIZ,VIEW,2026-02-26T09:17:27+00:00,361,,0,2.97,54.19
STU-0001,CS-201,7,CS-201-LAB-001,LAB,DOWNLOAD,2026-02-26T15:30:02+00:00,2960,,0,2.97,54.19
STU-0001,CS-201,7,CS-201-QUI-001,QUIZ,SUBMIT,2026-02-27T06:52:58+00:00,858,78.9,0,2.97,54.19
STU-0001,CS-201,7,CS-201-QUI-003,QUIZ,VIEW,2026-02-28T07:59:21+00:00,701,,0,2.97,54.19
STU-0001,CS-201,7,CS-201-REA-005,READING,VIEW,2026-02-28T12:49:50+00:00,355,,0,2.97,54.19
STU-0001,CS-201,7,CS-201-QUI-008,QUIZ,SUBMIT,2026-02-28T13:54:20+00:00,552,81.29,0,2.97,54.19
STU-0001,CS-201,7,CS-201-VID-002,VIDEO,DOWNLOAD,2026-03-01T08:13:53+00:00,331,,0,2.97,54.19
STU-0001,CS-201,7,CS-201-FOR-007,FORUM,POST,2026-03-01T10:46:23+00:00,565,,1,2.97,54.19
STU-0001,CS-201,7,CS-201-QUI-007,QUIZ,VIEW,2026-03-01T17:12:37+00:00,629,,0,2.97,54.19
STU-0001,CS-201,8,CS-201-LAB-002,LAB,SUBMIT,2026-03-06T14:21:03+00:00,2272,,0,2.97,54.19
STU-0001,CS-201,8,CS-201-LAB-003,LAB,DOWNLOAD,2026-03-07T15:57:38+00:00,3200,,0,2.97,54.19
STU-0001,CS-201,8,CS-201-FOR-003,FORUM,POST,2026-03-08T16:09:33+00:00,512,,1,2.97,54.19
STU-0001,CS-201,9,CS-201-LAB-007,LAB,DOWNLOAD,2026-03-09T09:20:06+00:00,3293,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-REA-008,READING,VIEW,2026-03-09T17:24:31+00:00,1410,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-QUI-008,QUIZ,SUBMIT,2026-03-10T00:01:58+00:00,448,82.09,0,2.97,54.19
STU-0001,CS-201,9,CS-201-LAB-008,LAB,SUBMIT,2026-03-10T00:47:17+00:00,1368,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-VID-004,VIDEO,VIEW,2026-03-10T05:20:01+00:00,745,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-LAB-008,LAB,VIEW,2026-03-11T05:50:50+00:00,2641,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-FOR-004,FORUM,COMMENT,2026-03-11T07:07:51+00:00,378,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-QUI-007,QUIZ,VIEW,2026-03-12T02:26:55+00:00,1101,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-LAB-005,LAB,DOWNLOAD,2026-03-12T16:38:26+00:00,2301,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-QUI-006,QUIZ,SUBMIT,2026-03-13T07:09:37+00:00,358,86.05,0,2.97,54.19
STU-0001,CS-201,9,CS-201-REA-002,READING,VIEW,2026-03-13T09:03:44+00:00,963,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-FOR-005,FORUM,COMMENT,2026-03-14T05:38:24+00:00,97,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-LAB-008,LAB,VIEW,2026-03-14T22:02:55+00:00,2857,,0,2.97,54.19
STU-0001,CS-201,9,CS-201-FOR-007,FORUM,POST,2026-03-15T12:53:21+00:00,333,,1,2.97,54.19
STU-0001,CS-201,10,CS-201-REA-005,READING,DOWNLOAD,2026-03-18T04:16:53+00:00,1034,,0,2.97,54.19
STU-0001,CS-201,10,CS-201-QUI-008,QUIZ,SUBMIT,2026-03-18T15:56:56+00:00,954,84.92,0,2.97,54.19
STU-0001,CS-201,10,CS-201-QUI-006,QUIZ,SUBMIT,2026-03-23T01:45:27+00:00,1021,88.58,0,2.97,54.19
STU-0001,CS-201,11,CS-201-VID-005,VIDEO,VIEW,2026-03-23T22:23:45+00:00,844,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-REA-002,READING,DOWNLOAD,2026-03-24T14:02:35+00:00,1197,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-FOR-007,FORUM,VIEW,2026-03-24T14:16:29+00:00,514,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-LAB-001,LAB,DOWNLOAD,2026-03-25T02:59:17+00:00,2279,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-VID-007,VIDEO,VIEW,2026-03-25T10:30:40+00:00,538,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-FOR-006,FORUM,VIEW,2026-03-25T16:22:47+00:00,316,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-VID-001,VIDEO,DOWNLOAD,2026-03-26T20:21:36+00:00,651,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-VID-002,VIDEO,VIEW,2026-03-26T20:42:18+00:00,645,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-REA-007,READING,VIEW,2026-03-27T08:42:05+00:00,1501,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-FOR-005,FORUM,POST,2026-03-27T22:10:49+00:00,501,,1,2.97,54.19
STU-0001,CS-201,11,CS-201-QUI-005,QUIZ,VIEW,2026-03-28T01:03:00+00:00,1113,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-VID-008,VIDEO,DOWNLOAD,2026-03-28T01:27:12+00:00,491,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-QUI-005,QUIZ,VIEW,2026-03-28T04:17:12+00:00,521,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-VID-006,VIDEO,DOWNLOAD,2026-03-28T12:35:20+00:00,692,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-VID-008,VIDEO,DOWNLOAD,2026-03-28T22:51:34+00:00,702,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-LAB-003,LAB,VIEW,2026-03-29T01:44:56+00:00,1685,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-LAB-007,LAB,SUBMIT,2026-03-29T07:07:30+00:00,2816,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-VID-007,VIDEO,VIEW,2026-03-29T09:57:21+00:00,1374,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-QUI-001,QUIZ,VIEW,2026-03-29T11:18:10+00:00,844,,0,2.97,54.19
STU-0001,CS-201,11,CS-201-FOR-008,FORUM,POST,2026-03-30T00:12:29+00:00,221,,1,2.97,54.19
STU-0001,CS-201,11,CS-201-QUI-004,QUIZ,SUBMIT,2026-03-30T07:35:04+00:00,607,94.02,0,2.97,54.19
STU-0001,CS-201,12,CS-201-FOR-003,FORUM,VIEW,2026-03-31T23:29:39+00:00,434,,0,2.97,54.19
STU-0001,CS-201,12,CS-201-QUI-002,QUIZ,VIEW,2026-04-02T02:42:54+00:00,1120,,0,2.97,54.19
STU-0001,CS-201,12,CS-201-QUI-005,QUIZ,VIEW,2026-04-02T11:50:52+00:00,1175,,0,2.97,54.19
STU-0001,CS-201,12,CS-201-QUI-003,QUIZ,VIEW,2026-04-02T22:57:25+00:00,574,,0,2.97,54.19
STU-0001,CS-201,12,CS-201-LAB-008,LAB,SUBMIT,2026-04-03T11:39:28+00:00,1071,,0,2.97,54.19
STU-0001,CS-201,12,CS-201-FOR-007,FORUM,COMMENT,2026-04-03T19:32:22+00:00,152,,0,2.97,54.19
STU-0001,CS-201,12,CS-201-QUI-005,QUIZ,SUBMIT,2026-04-03T21:11:58+00:00,350,83.89,0,2.97,54.19
STU-0001,CS-201,12,CS-201-FOR-001,FORUM,POST,2026-04-04T17:23:56+00:00,94,,1,2.97,54.19
STU-0001,CS-201,12,CS-201-FOR-001,FORUM,POST,2026-04-05T21:17:16+00:00,186,,1,2.97,54.19
STU-0002,CS-201,1,CS-201-VID-004,VIDEO,DOWNLOAD,2026-01-12T13:35:47+00:00,536,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-QUI-003,QUIZ,VIEW,2026-01-12T16:30:32+00:00,374,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-FOR-005,FORUM,POST,2026-01-12T18:04:23+00:00,122,,1,3.93,77.04
STU-0002,CS-201,1,CS-201-QUI-008,QUIZ,VIEW,2026-01-12T21:37:51+00:00,984,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-FOR-008,FORUM,VIEW,2026-01-13T08:31:54+00:00,389,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-VID-002,VIDEO,DOWNLOAD,2026-01-13T11:42:06+00:00,614,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-LAB-007,LAB,SUBMIT,2026-01-13T16:26:46+00:00,2608,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-LAB-001,LAB,SUBMIT,2026-01-14T03:08:36+00:00,1132,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-QUI-004,QUIZ,SUBMIT,2026-01-14T03:58:41+00:00,1047,78.97,0,3.93,77.04
STU-0002,CS-201,1,CS-201-FOR-007,FORUM,COMMENT,2026-01-14T06:00:29+00:00,484,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-LAB-006,LAB,DOWNLOAD,2026-01-15T01:28:40+00:00,3252,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-FOR-002,FORUM,VIEW,2026-01-15T17:06:15+00:00,392,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-FOR-001,FORUM,VIEW,2026-01-16T10:08:29+00:00,309,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-FOR-008,FORUM,POST,2026-01-16T18:27:05+00:00,585,,1,3.93,77.04
STU-0002,CS-201,1,CS-201-LAB-006,LAB,VIEW,2026-01-16T19:59:38+00:00,2830,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-LAB-006,LAB,VIEW,2026-01-17T04:57:59+00:00,1730,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-FOR-008,FORUM,COMMENT,2026-01-17T07:52:20+00:00,346,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-VID-008,VIDEO,DOWNLOAD,2026-01-17T07:55:29+00:00,418,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-QUI-002,QUIZ,SUBMIT,2026-01-17T13:18:14+00:00,560,82.05,0,3.93,77.04
STU-0002,CS-201,1,CS-201-QUI-002,QUIZ,VIEW,2026-01-17T14:16:01+00:00,702,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-VID-006,VIDEO,VIEW,2026-01-17T18:08:40+00:00,1090,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-LAB-007,LAB,SUBMIT,2026-01-17T21:05:28+00:00,2233,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-VID-003,VIDEO,DOWNLOAD,2026-01-17T21:07:59+00:00,939,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-VID-001,VIDEO,DOWNLOAD,2026-01-18T08:29:14+00:00,417,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-REA-005,READING,DOWNLOAD,2026-01-18T12:15:08+00:00,1359,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-REA-003,READING,DOWNLOAD,2026-01-18T18:14:00+00:00,352,,0,3.93,77.04
STU-0002,CS-201,1,CS-201-LAB-004,LAB,VIEW,2026-01-19T02:25:28+00:00,1448,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-REA-008,READING,DOWNLOAD,2026-01-19T22:13:43+00:00,571,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-LAB-007,LAB,DOWNLOAD,2026-01-19T23:59:05+00:00,1778,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-REA-006,READING,VIEW,2026-01-20T00:19:24+00:00,438,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-VID-003,VIDEO,DOWNLOAD,2026-01-20T05:16:05+00:00,470,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-FOR-008,FORUM,VIEW,2026-01-20T11:34:16+00:00,147,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-VID-008,VIDEO,VIEW,2026-01-20T16:31:15+00:00,897,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-VID-002,VIDEO,DOWNLOAD,2026-01-20T22:53:55+00:00,1319,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-REA-008,READING,DOWNLOAD,2026-01-21T06:50:55+00:00,877,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-VID-008,VIDEO,DOWNLOAD,2026-01-21T12:10:29+00:00,444,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-REA-001,READING,VIEW,2026-01-21T20:32:33+00:00,737,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-REA-007,READING,VIEW,2026-01-22T14:53:59+00:00,179,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-VID-001,VIDEO,VIEW,2026-01-22T16:15:20+00:00,1087,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-LAB-006,LAB,VIEW,2026-01-22T18:08:19+00:00,2951,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-LAB-003,LAB,SUBMIT,2026-01-22T21:18:27+00:00,1943,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-VID-005,VIDEO,DOWNLOAD,2026-01-23T15:14:34+00:00,192,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-VID-006,VIDEO,VIEW,2026-01-24T08:39:24+00:00,904,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-REA-002,READING,DOWNLOAD,2026-01-24T14:13:17+00:00,347,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-FOR-008,FORUM,COMMENT,2026-01-24T17:45:16+00:00,484,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-FOR-006,FORUM,VIEW,2026-01-25T12:47:40+00:00,277,,0,3.93,77.04
STU-0002,CS-201,2,CS-201-FOR-001,FORUM,VIEW,2026-01-25T19:30:51+00:00,280,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-LAB-001,LAB,SUBMIT,2026-01-26T14:27:31+00:00,2483,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-QUI-005,QUIZ,SUBMIT,2026-01-27T01:21:40+00:00,600,79.83,0,3.93,77.04
STU-0002,CS-201,3,CS-201-REA-001,READING,DOWNLOAD,2026-01-27T04:11:53+00:00,795,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-QUI-004,QUIZ,SUBMIT,2026-01-27T05:59:36+00:00,646,80.0,0,3.93,77.04
STU-0002,CS-201,3,CS-201-REA-006,READING,VIEW,2026-01-27T07:14:49+00:00,1165,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-LAB-006,LAB,DOWNLOAD,2026-01-27T09:33:45+00:00,2666,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-QUI-001,QUIZ,SUBMIT,2026-01-27T15:08:49+00:00,1070,92.57,0,3.93,77.04
STU-0002,CS-201,3,CS-201-QUI-007,QUIZ,SUBMIT,2026-01-27T18:32:48+00:00,654,90.27,0,3.93,77.04
STU-0002,CS-201,3,CS-201-LAB-006,LAB,VIEW,2026-01-28T02:11:38+00:00,2032,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-REA-003,READING,DOWNLOAD,2026-01-28T18:27:34+00:00,475,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-VID-007,VIDEO,DOWNLOAD,2026-01-29T10:23:56+00:00,1414,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-QUI-001,QUIZ,SUBMIT,2026-01-29T20:37:02+00:00,318,84.76,0,3.93,77.04
STU-0002,CS-201,3,CS-201-QUI-002,QUIZ,SUBMIT,2026-01-30T03:22:26+00:00,1003,85.69,0,3.93,77.04
STU-0002,CS-201,3,CS-201-FOR-004,FORUM,POST,2026-01-30T15:15:54+00:00,211,,1,3.93,77.04
STU-0002,CS-201,3,CS-201-LAB-008,LAB,DOWNLOAD,2026-01-30T18:23:50+00:00,960,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-QUI-003,QUIZ,SUBMIT,2026-01-30T21:36:03+00:00,1179,83.74,0,3.93,77.04
STU-0002,CS-201,3,CS-201-LAB-006,LAB,DOWNLOAD,2026-01-31T14:02:17+00:00,2948,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-QUI-002,QUIZ,VIEW,2026-01-31T15:53:59+00:00,843,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-FOR-001,FORUM,VIEW,2026-01-31T16:30:22+00:00,509,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-LAB-006,LAB,VIEW,2026-01-31T17:05:24+00:00,879,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-FOR-002,FORUM,VIEW,2026-02-01T08:55:19+00:00,535,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-FOR-002,FORUM,COMMENT,2026-02-01T12:41:39+00:00,453,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-FOR-008,FORUM,COMMENT,2026-02-02T05:25:12+00:00,390,,0,3.93,77.04
STU-0002,CS-201,3,CS-201-QUI-001,QUIZ,SUBMIT,2026-02-02T07:30:25+00:00,907,88.09,0,3.93,77.04
STU-0002,CS-201,4,CS-201-LAB-007,LAB,VIEW,2026-02-03T09:40:34+00:00,1868,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-VID-002,VIDEO,DOWNLOAD,2026-02-04T03:32:23+00:00,461,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-QUI-004,QUIZ,VIEW,2026-02-04T06:07:51+00:00,319,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-FOR-007,FORUM,VIEW,2026-02-04T08:15:28+00:00,245,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-QUI-007,QUIZ,VIEW,2026-02-04T19:09:58+00:00,1060,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-FOR-002,FORUM,VIEW,2026-02-05T11:32:35+00:00,280,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-LAB-008,LAB,SUBMIT,2026-02-05T19:04:19+00:00,2164,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-QUI-004,QUIZ,SUBMIT,2026-02-05T19:59:28+00:00,1010,91.02,0,3.93,77.04
STU-0002,CS-201,4,CS-201-QUI-002,QUIZ,VIEW,2026-02-05T20:01:50+00:00,325,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-REA-002,READING,VIEW,2026-02-06T11:05:23+00:00,1689,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-REA-003,READING,VIEW,2026-02-06T12:32:12+00:00,1689,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-FOR-007,FORUM,COMMENT,2026-02-06T18:23:24+00:00,78,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-REA-008,READING,VIEW,2026-02-06T20:08:29+00:00,1509,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-REA-007,READING,VIEW,2026-02-06T22:12:04+00:00,579,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-LAB-007,LAB,VIEW,2026-02-07T04:28:32+00:00,2656,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-LAB-003,LAB,DOWNLOAD,2026-02-07T16:28:53+00:00,778,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-LAB-002,LAB,VIEW,2026-02-07T20:24:01+00:00,2031,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-VID-008,VIDEO,VIEW,2026-02-08T01:38:17+00:00,1098,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-FOR-005,FORUM,VIEW,2026-02-08T04:58:55+00:00,440,,0,3.93,77.04
STU-0002,CS-201,4,CS-201-FOR-005,FORUM,POST,2026-02-08T14:31:29+00:00,210,,1,3.93,77.04
STU-0002,CS-201,4,CS-201-QUI-006,QUIZ,VIEW,2026-02-08T18:19:23+00:00,335,,0,3.93,77.04
